No.,Sentence,StemWords,MatchWords,Use
316,Enjoy it most by keeping  yourself safe 1.,"['enjoy', 'keep', 'safe']",set(),N
317,You can do a lot of great things on the Internet.,"['lot', 'great', 'thing', 'internet']",{'internet'},Y
318,"You can play games,  you can chat with your friends, meet new friends and find a lot of  useful information.","['play', 'game', 'chat', 'friend', 'meet', 'new', 'friend', 'find', 'lot', 'use', 'inform']",{'inform'},Y
319,You have the right to enjoy and explore all that the  digital world has to offer!,"['right', 'enjoy', 'explor', 'digit', 'world', 'offer']",set(),N
320,2.,[],set(),N
321,"But you also have to be aware that you can find some unpleasant  things on the Internet, such as images and stories that may confuse  or even frighten you.","['also', 'awar', 'find', 'unpleas', 'thing', 'internet', 'imag', 'stori', 'may', 'confus', 'even', 'frighten']",{'internet'},Y
322,Your friends and trusted adults are not the  only people within this digital world.,"['friend', 'trust', 'adult', 'peopl', 'within', 'digit', 'world']",set(),N
323,"Unfortunately the Internet is  also used by people who are not so nice or who might even want to  harm, harass or bully you or other people.","['unfortun', 'internet', 'also', 'use', 'peopl', 'nice', 'might', 'even', 'want', 'harm', 'harass', 'bulli', 'peopl']",{'internet'},Y
324,While using the Internet  you need to be aware of certain basic rules to be able to safeguard  yourself and others.,"['use', 'internet', 'need', 'awar', 'certain', 'basic', 'rule', 'abl', 'safeguard', 'other']",{'internet'},Y
325,3.,[],set(),N
326,You have the right to use the Internet safely and to set your own  limits.,"['right', 'use', 'internet', 'safe', 'set', 'limit']",{'internet'},Y
327,"Be smart, responsible and safe online, as well as in real life!","['smart', 'respons', 'safe', 'onlin', 'well', 'real', 'life']",set(),N
328,Guidelines for Children and Young People34  www.itu.int/copGuidelines for Children and Young People35  S = SET YOUR LIMITS 1.,"['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'set', 'limit']",set(),N
329,Take care of your privacy.,"['take', 'care', 'privaci']",set(),N
330,Whether using a social networking site or  any other online service take care of your privacy and that of your  family and friends.,"['whether', 'use', 'social', 'network', 'site', 'onlin', 'servic', 'take', 'care', 'privaci', 'famili', 'friend']",{'network'},Y
331,"You might have the feeling of being anonymous  online but collecting information from various sources can reveal too  much private information about yourself or others you are close to,  including your family.","['might', 'feel', 'anonym', 'onlin', 'collect', 'inform', 'variou', 'sourc', 'reveal', 'much', 'privat', 'inform', 'other', 'close', 'includ', 'famili']","{'includ', 'inform'}",Y
332,2.,[],set(),N
333,If you join a social networking site use the privacy settings to protect  your online profile so that only your friends can see it.,"['join', 'social', 'network', 'site', 'use', 'privaci', 'set', 'protect', 'onlin', 'profil', 'friend', 'see']",{'network'},Y
334,Wherever  possible instead of your real name you should use a nickname that  your real friends will be able to recognize.,"['wherev', 'possibl', 'instead', 'real', 'name', 'use', 'nicknam', 'real', 'friend', 'abl', 'recogn']",set(),N
335,"Other interactive services,  for example instant messaging, will often also provide privacy tools.","['interact', 'servic', 'exampl', 'instant', 'messag', 'often', 'also', 'provid', 'privaci', 'tool']",set(),N
336,Use  them  3.,['use'],set(),N
337,Think twice before you publish or share anything online.,"['think', 'twice', 'publish', 'share', 'anyth', 'onlin']",set(),N
338,"Are you  prepared to share it with everyone online; your close friends, as well  as strangers?","['prepar', 'share', 'everyon', 'onlin', 'close', 'friend', 'well', 'stranger']",set(),N
339,"Once you post information, photographs or any other  material on the Internet, you may never be able to remove it or  prevent other people from using it.","['post', 'inform', 'photograph', 'materi', 'internet', 'may', 'never', 'abl', 'remov', 'prevent', 'peopl', 'use']","{'internet', 'inform'}",Y
340,You can never know for sure  where it might end up.,"['never', 'know', 'sure', 'might', 'end']",set(),N
341,4.,[],set(),N
342,Be critical what appears to be a fact may really not be true at all.,"['critic', 'appear', 'fact', 'may', 'realli', 'true']",set(),N
343,"Unfortunately, if it appears too good to be true, it probably is.","['unfortun', 'appear', 'good', 'true', 'probabl']",set(),N
344,Always  double check the information from other reliable sources.,"['alway', 'doubl', 'check', 'inform', 'reliabl', 'sourc']",{'inform'},Y
345,5.,[],set(),N
346,"You have rights and you, as well as other people, should respect them.","['right', 'well', 'peopl', 'respect']",set(),N
347,You should never accept harassment or bullying by other people.,"['never', 'accept', 'harass', 'bulli', 'peopl']",set(),N
348,The  laws and expectations of decent and acceptable behaviour are valid  online as well as in real life.,"['law', 'expect', 'decent', 'accept', 'behaviour', 'valid', 'onlin', 'well', 'real', 'life']",set(),N
349,Guidelines for Children and Young People36  www.itu.int/copGuidelines for Children and Young People37  M = MEETING ONLINE FRIENDS OFFLINE 1.,"['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'meet', 'onlin', 'friend', 'offlin']",set(),N
350,Sometimes online contacts develop into friendships.,"['sometim', 'onlin', 'contact', 'develop', 'friendship']",{'develop'},Y
351,2.,[],set(),N
352,Think twice before meeting an online friend in real life.,"['think', 'twice', 'meet', 'onlin', 'friend', 'real', 'life']",set(),N
353,"If you still  would like to meet an online friend offline, you should always take  someone reliable with you.","['still', 'would', 'like', 'meet', 'onlin', 'friend', 'offlin', 'alway', 'take', 'someon', 'reliabl']",set(),N
354,You should ask your parent or another  trusted adult to join you to avoid any trouble in case the meeting  turns out to be a disappointment.,"['ask', 'parent', 'anoth', 'trust', 'adult', 'join', 'avoid', 'troubl', 'case', 'meet', 'turn', 'disappoint']",set(),N
355,3.,[],set(),N
356,Bear in mind that your online friend might turn out to be a  different kind of person than you thought he or she would be.,"['bear', 'mind', 'onlin', 'friend', 'might', 'turn', 'differ', 'kind', 'person', 'thought', 'would']",set(),N
357,Guidelines for Children and Young People38  www.itu.int/copGuidelines for Children and Young People39  A = ACCEPTING INVITATIONS / FRIENDSHIPS 1.,"['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'accept', 'invit', 'friendship']",set(),N
358,Most of the people you communicate with online are probably already  your friends in real life.,"['peopl', 'commun', 'onlin', 'probabl', 'alreadi', 'friend', 'real', 'life']",set(),N
359,You can also be connected to the friends of  your friends.,"['also', 'connect', 'friend', 'friend']",set(),N
360,"Very often that can be fun but at the same time if  you do not actually know someone yourself, are you really prepared  to count them as a “friend” and share with them exactly the same  information that you share with your oldest and best friends?","['often', 'fun', 'time', 'actual', 'know', 'someon', 'realli', 'prepar', 'count', 'friend', 'share', 'exactli', 'inform', 'share', 'oldest', 'best', 'friend']",{'inform'},Y
361,2.,[],set(),N
362,Through online connections you can connect with people previously  unknown to you.,"['onlin', 'connect', 'connect', 'peopl', 'previous', 'unknown']",set(),N
363,"You may get requests by strangers who want to be  included in your contact list and see your profile, but it is not wise to  accept them.","['may', 'get', 'request', 'stranger', 'want', 'includ', 'contact', 'list', 'see', 'profil', 'wise', 'accept']",{'includ'},Y
364,There’s nothing wrong with declining invitations you are not  sure about.,"['noth', 'wrong', 'declin', 'invit', 'sure']",set(),N
365,Getting more and more contacts is after all not the point of  social networking.,"['get', 'contact', 'point', 'social', 'network']",{'network'},Y
366,Guidelines for Children and Young People40  www.itu.int/copGuidelines for Children and Young People41  R = REACT 1.,"['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'r', 'react']",set(),N
367,Protect yourself from upsetting or distressing content.,"['protect', 'upset', 'distress', 'content']",set(),N
368,Do not  knowingly access or share links to such sites.,"['knowingli', 'access', 'share', 'link', 'site']",{'access'},Y
369,"If you see something  that bothers you, talk about this with your parents or someone  you trust.","['see', 'someth', 'bother', 'talk', 'parent', 'someon', 'trust']",set(),N
370,2.,[],set(),N
371,Ignore bad behaviour and leave unpleasant conversations or sites  with inappropriate content.,"['ignor', 'bad', 'behaviour', 'leav', 'unpleas', 'convers', 'site', 'inappropri', 'content']",set(),N
372,"As in real life there are people who for  some reason, may behave aggressively, insultingly or provocatively  towards others, or who want to share harmful content.","['real', 'life', 'peopl', 'reason', 'may', 'behav', 'aggress', 'insultingli', 'provoc', 'toward', 'other', 'want', 'share', 'harm', 'content']",set(),N
373,Usually it is  better just to ignore them and then block them.,"['usual', 'better', 'ignor', 'block']",set(),N
374,3.,[],set(),N
375,"Block anyone approaching you using rude, intruding or threatening  emails or comments.","['block', 'anyon', 'approach', 'use', 'rude', 'intrud', 'threaten', 'email', 'comment']",set(),N
376,Even if the message may be upsetting and  makes you feel uncomfortable you should save it so you can  show it to an adult for advice if needed.,"['even', 'messag', 'may', 'upset', 'make', 'feel', 'uncomfort', 'save', 'show', 'adult', 'advic', 'need']",set(),N
377,You are not the one to be  ashamed of the content of the messages.,"['one', 'asham', 'content', 'messag']",set(),N
378,4.,[],set(),N
379,"Always be alert if someone, especially a stranger, wants to talk to  you about sex.","['alway', 'alert', 'someon', 'especi', 'stranger', 'want', 'talk', 'sex']",set(),N
380,Remember that you can never be sure of the true  identity or the intentions of that person.,"['rememb', 'never', 'sure', 'true', 'ident', 'intent', 'person']",set(),N
381,"Approaching a child or a  young person in a sexual way is always a serious cause for concern  and you should tell a trusted adult, so you or the trusted adult can  report it.","['approach', 'child', 'young', 'person', 'sexual', 'way', 'alway', 'seriou', 'caus', 'concern', 'tell', 'trust', 'adult', 'trust', 'adult', 'report']",set(),N
382,5.,[],set(),N
383,"If you have been lured or tricked by someone into engaging in sexual  activities or transmitting sexual images of yourself, you should  always tell a trusted adult in order to receive advice and help.","['lure', 'trick', 'someon', 'engag', 'sexual', 'activ', 'transmit', 'sexual', 'imag', 'alway', 'tell', 'trust', 'adult', 'order', 'receiv', 'advic', 'help']",set(),N
384,No  adult has a right to request things of that particular nature from a  child or a young person - the responsibility always lies with the adult!,"['adult', 'right', 'request', 'thing', 'particular', 'natur', 'child', 'young', 'person', 'respons', 'alway', 'lie', 'adult']",set(),N
385,Guidelines for Children and Young People42  www.itu.int/copGuidelines for Children and Young People43  T = TELL SOMEONE ABOUT YOUR CONCERNS 1.,"['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'tell', 'someon', 'concern']",set(),N
386,"If you have any concerns or problems while online, you need to  tell someone you can trust.","['concern', 'problem', 'onlin', 'need', 'tell', 'someon', 'trust']",set(),N
387,Your parents or some other adult  can help and give you good advice on what to do.,"['parent', 'adult', 'help', 'give', 'good', 'advic']",set(),N
388,There are no  problems that are too big to be solved!,"['problem', 'big', 'solv']",set(),N
389,You might also want to call  a child helpline  available in your country.,"['might', 'also', 'want', 'call', 'child', 'helplin', 'avail', 'countri']",set(),N
390,2.,[],set(),N
391,You can report harmful or inappropriate content or activities on   the websites to the abuse e-mail of the host of the site.,"['report', 'harm', 'inappropri', 'content', 'activ', 'websit', 'abus', 'host', 'site']",set(),N
392,3.,[],set(),N
393,You can report illegal content to an Internet Hotline or to the   police.,"['report', 'illeg', 'content', 'internet', 'hotlin', 'polic']",{'internet'},Y
394,4.,[],set(),N
395,You can report illegal or possibly illegal activities to the local police.,"['report', 'illeg', 'possibl', 'illeg', 'activ', 'local', 'polic']",set(),N
396,5.,[],set(),N
397,"In addition to taking good care of yourself, you should also take  care of your computer or mobile device.","['addit', 'take', 'good', 'care', 'also', 'take', 'care', 'comput', 'mobil', 'devic']",{'devic'},Y
398,"Like the SMART rules,  there are some easy tips to remember in order to keep your  computer and mobile device safe.","['like', 'smart', 'rule', 'easi', 'tip', 'rememb', 'order', 'keep', 'comput', 'mobil', 'devic', 'safe']",{'devic'},Y
399,49   E.g.,[],set(),N
400,CHI available at: www.childhelplineinternational.org  Guidelines for Children and Young People44  www.itu.int/copGuidelines for Children and Young People45  Learn to use your  machine safely: 1.,"['chi', 'avail', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'learn', 'use', 'machin', 'safe']",set(),N
401,Make sure you have installed  and learned how to use a fire- wall and anti-virus software.,"['make', 'sure', 'instal', 'learn', 'use', 'wall', 'softwar']",set(),N
402,Remember to keep them up  to date!,"['rememb', 'keep', 'date']",set(),N
403,2.,[],set(),N
404,"Learn about your computer’s   operating system (like  Windows, Linux, etc.)","['learn', 'comput', 'oper', 'system', 'like', 'window', 'linux', 'etc']",set(),N
405,and  especially about how to patch  it and keep it up to date.,"['especi', 'patch', 'keep', 'date']",set(),N
406,3.,[],set(),N
407,If  parental controls are   installed then talk with your  parents and agree on the level  that matches your age and  needs.,"['parent', 'control', 'instal', 'talk', 'parent', 'agre', 'level', 'match', 'age', 'need']",{'control'},Y
408,Don’t try to crack them.,"['tri', 'crack']",set(),N
409,4.,[],set(),N
410,"If  you receive a file you are   unsure of  or don’t know who  has sent it, do NOT open it.","['receiv', 'file', 'unsur', 'know', 'sent', 'open']",set(),N
411,This is the way Trojans and  viruses infect your machine.,"['way', 'trojan', 'virus', 'infect', 'machin']",set(),N
412,5.,[],set(),N
413,Get a feeling for your machine   and how it works so that you  can act if  you spot something  unusual.,"['get', 'feel', 'machin', 'work', 'act', 'spot', 'someth', 'unusu']",{'work'},Y
414,6.,[],set(),N
415,"Learn to check who you are  connected to – learn to use  tools like “Netstat” Finally, a  great way to make sure that  your parents agree with your  online life is to set up a written  agreement with them.","['learn', 'check', 'connect', 'learn', 'use', 'tool', 'like', 'netstat', 'final', 'great', 'way', 'make', 'sure', 'parent', 'agre', 'onlin', 'life', 'set', 'written', 'agreement']",set(),N
416,"The  purpose is to reassure them  that you are aware of  the risks  associated with being online,  knowing how to behave and  what to do, as well involving  your parents making them  understand what you actually  do when you are online.","['purpos', 'reassur', 'awar', 'risk', 'associ', 'onlin', 'know', 'behav', 'well', 'involv', 'parent', 'make', 'understand', 'actual', 'onlin']",set(),N
417,The agreement needs to be  based on a mutual agreement  between you and your parents.,"['agreement', 'need', 'base', 'mutual', 'agreement', 'parent']",set(),N
418,There is an example of  such  a contract at the end of these  guidelines (Appendix 1).,"['exampl', 'contract', 'end', 'guidelin', 'appendix']",set(),N
419,You  will be able to find different  versions of  a Family Internet  Safety Contract online.,"['abl', 'find', 'differ', 'version', 'famili', 'internet', 'safeti', 'contract', 'onlin']",{'internet'},Y
420,"Your online rights •  You have the right to make  use of  technologies to devel- op your personality and help  increase your capabilities;  •  You have the right to protect   your identity;  •  You have the right to  participate, have fun  and access information  appropriate to your age and  personality;  •  You have the right to   express yourself  freely, and  be treated with respect while  always respecting others; •  You have the right to be   critical and discuss anything  you read or come across  when online;  •  You have the right to say   NO if  someone makes you  feel uncomfortable with his/  her requests when online.","['onlin', 'right', 'right', 'make', 'use', 'technolog', 'op', 'person', 'help', 'increas', 'capabl', 'right', 'protect', 'ident', 'right', 'particip', 'fun', 'access', 'inform', 'appropri', 'age', 'person', 'right', 'express', 'freeli', 'treat', 'respect', 'alway', 'respect', 'other', 'right', 'critic', 'discuss', 'anyth', 'read', 'come', 'across', 'onlin', 'right', 'say', 'someon', 'make', 'feel', 'uncomfort', 'request', 'onlin']","{'inform', 'access', 'technolog'}",Y
421,"Guidelines for Children and Young People46  www.itu.int/copGuidelines for Children and Young People47  consult the COP guidelines for  parents, guardians and educators  to see how they might best assist  the youngest age group to stay  safe online.","['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'consult', 'cop', 'guidelin', 'parent', 'guardian', 'educ', 'see', 'might', 'best', 'assist', 'youngest', 'age', 'group', 'stay', 'safe', 'onlin']",{'group'},Y
422,"In addition, several  useful and interesting links to  online resources for this age  group have been listed in the  section ‘Sources for Further  Reading and Inspiration’.","['addit', 'sever', 'use', 'interest', 'link', 'onlin', 'resourc', 'age', 'group', 'list', 'section', 'sourc', 'read', 'inspir']",{'group'},Y
423,Guidelines for the age  group 5-7 year old Many young people in this age  group will not be able to read  or understand Guidelines of   this kind.,"['guidelin', 'age', 'group', 'year', 'old', 'mani', 'young', 'peopl', 'age', 'group', 'abl', 'read', 'understand', 'guidelin', 'kind']",{'group'},Y
424,Their usage should  be closely supervised at all  times by a parent or adult as  well.,"['usag', 'close', 'supervis', 'time', 'parent', 'adult', 'well']",set(),N
425,Filtering software or other  technical measures may also have  a particularly useful role to play in  supporting the use of the Internet  by a child of  this age.,"['filter', 'softwar', 'technic', 'measur', 'may', 'also', 'particularli', 'use', 'role', 'play', 'support', 'use', 'internet', 'child', 'age']","{'internet', 'measur'}",Y
426,It would be  wise to consider limiting such a  young child’s potential access to  the Internet e.g.,"['would', 'wise', 'consid', 'limit', 'young', 'child', 'potenti', 'access', 'internet']","{'internet', 'access'}",Y
427,by constructing  a list of  safe websites which are  age appropriate.,"['construct', 'list', 'safe', 'websit', 'age', 'appropri']",set(),N
428,"The aim is to  provide this age group with the  basics in Internet safety, etiquette  and understanding.","['aim', 'provid', 'age', 'group', 'basic', 'internet', 'safeti', 'etiquett', 'understand']","{'internet', 'group'}",Y
429,This age  group will probably not be able  to decode more sophisticated  messages.,"['age', 'group', 'probabl', 'abl', 'decod', 'sophist', 'messag']",{'group'},Y
430,Parent or adults with  responsibility for children should   Guidelines for Children and Young People48  www.itu.int/copGuidelines for Children and Young People49  Guidelines for the age  group 8-12 year old There are lots of  different things  you can do online.,"['parent', 'adult', 'respons', 'children', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'guidelin', 'age', 'group', 'year', 'old', 'lot', 'differ', 'thing', 'onlin']",{'group'},Y
431,"While most  of  the time it’s all great fun,  sometimes things don’t go as well  as you hoped and you may not  immediately know why or what to  do about it.","['time', 'great', 'fun', 'sometim', 'thing', 'go', 'well', 'hope', 'may', 'immedi', 'know']",set(),N
432,This section has some  really helpful tips to help you be  safe online.,"['section', 'realli', 'help', 'tip', 'help', 'safe', 'onlin']",set(),N
433,"Chatting to friends using IM,  in chat rooms and on social  networking sites can be great ways  to keep up to date.","['chat', 'friend', 'use', 'im', 'chat', 'room', 'social', 'network', 'site', 'great', 'way', 'keep', 'date']",{'network'},Y
434,Meeting new  friends online is also fun.,"['meet', 'new', 'friend', 'onlin', 'also', 'fun']",set(),N
435,You  can meet people online who like  the same movies or sports as you.,"['meet', 'peopl', 'onlin', 'like', 'movi', 'sport']",set(),N
436,"But while there are lots of good  points about keeping in touch  with online friends, there are also  some risks with meeting people  online—especially if you don’t  know them in real life.","['lot', 'good', 'point', 'keep', 'touch', 'onlin', 'friend', 'also', 'risk', 'meet', 'peopl', 'know', 'real', 'life']",set(),N
437,"To help stay safe while you chat,  remember some simple tips:  1.","['help', 'stay', 'safe', 'chat', 'rememb', 'simpl', 'tip']",set(),N
438,Be careful who you trust   online.,"['care', 'trust', 'onlin']",set(),N
439,A person can pretend  to be someone they are not.,"['person', 'pretend', 'someon']",set(),N
440,2.,[],set(),N
441,Choose your friends.,"['choos', 'friend']",set(),N
442,"While it’s  good to have a lot of  friends,  having too many, makes it  harder to keep an eye on who  sees the stuff you post online.","['good', 'lot', 'friend', 'mani', 'make', 'harder', 'keep', 'eye', 'see', 'stuff', 'post', 'onlin']",set(),N
443,Don’t accept friend requests  if  you really don’t know the  person and you’re not sure  about them.,"['accept', 'friend', 'request', 'realli', 'know', 'person', 'sure']",set(),N
444,3.,[],set(),N
445,Keep your personal details   private.,"['keep', 'person', 'detail', 'privat']",set(),N
446,Use a nickname  instead of  your real name if   you are in a site or game where  there may be lots of  people  you don’t know.,"['use', 'nicknam', 'instead', 'real', 'name', 'site', 'game', 'may', 'lot', 'peopl', 'know']",set(),N
447,"Ask your  parents before giving anyone  on the Internet your name,  address, phone number or any  other personal details.","['ask', 'parent', 'give', 'anyon', 'internet', 'name', 'address', 'phone', 'number', 'person', 'detail']",{'internet'},Y
448,4.,[],set(),N
449,Set your profile to private.,"['set', 'profil', 'privat']",set(),N
450,Ask your parents to help you  do this if  you’re not sure.,"['ask', 'parent', 'help', 'sure']",set(),N
451,It’s  really important.,"['realli', 'import']",set(),N
452,5.,[],set(),N
453,Always keep your password   secret.,"['alway', 'keep', 'password', 'secret']",set(),N
454,Don’t even share it with  your friends.,"['even', 'share', 'friend']",set(),N
455,6.,[],set(),N
456,"If  you want to arrange to  meet someone you’ve met  online, check with a parent  first and ask them to go with  you.","['want', 'arrang', 'meet', 'someon', 'met', 'onlin', 'check', 'parent', 'first', 'ask', 'go']",set(),N
457,"Always meet in a brightly  lit public place where lots of  other people will be around,  preferably during the day.","['alway', 'meet', 'brightli', 'lit', 'public', 'place', 'lot', 'peopl', 'around', 'prefer', 'day']",set(),N
458,7.,[],set(),N
459,"If  someone writes something  rude, scary or something you  don’t like, tell your parents or  another adult you trust.","['someon', 'write', 'someth', 'rude', 'scari', 'someth', 'like', 'tell', 'parent', 'anoth', 'adult', 'trust']",set(),N
460,Netiquette By netiquette we mean how you  should or should not behave with  other people online.,"['netiquett', 'netiquett', 'mean', 'behav', 'peopl', 'onlin']",set(),N
461,"Sometimes  it’s easy to forget that the other  person you are chatting to on IM,  playing a game with, or posting to  their profile is a real person.","['sometim', 'easi', 'forget', 'person', 'chat', 'im', 'play', 'game', 'post', 'profil', 'real', 'person']",set(),N
462,It’s  easier to say and do things online  that you might not do in ‘real  life’.,"['easier', 'say', 'thing', 'onlin', 'might', 'real', 'life']",set(),N
463,This may hurt that person’s  feelings or make them feel unsafe   or embarrassed.,"['may', 'hurt', 'person', 'feel', 'make', 'feel', 'unsaf', 'embarrass']",set(),N
464,It’s important  to be kind and polite to others  online— stop and think about  how your behaviour will affect  them.,"['import', 'kind', 'polit', 'other', 'stop', 'think', 'behaviour', 'affect']",set(),N
465,Tips •  Treat other people the way  you would like to be treated.,"['tip', 'treat', 'peopl', 'way', 'would', 'like', 'treat']",set(),N
466,Avoid using bad language  and don’t say things to  someone to make them feel  bad.,"['avoid', 'use', 'bad', 'languag', 'say', 'thing', 'someon', 'make', 'feel', 'bad']",set(),N
467,•  Learn about the ‘netiquette’  of  being online.,"['learn', 'netiquett', 'onlin']",set(),N
468,What’s con- sidered okay to do and say  and what isn’t?,"['sider', 'okay', 'say']",set(),N
469,"For example,  if  you type a message to  someone in UPPER CASE  they may think you are  shouting at them.","['exampl', 'type', 'messag', 'someon', 'upper', 'case', 'may', 'think', 'shout']",set(),N
470,"•  If  someone says something   rude or something that  makes you feel uncomfort- able, don’t respond.","['someon', 'say', 'someth', 'rude', 'someth', 'make', 'feel', 'abl', 'respond']",set(),N
471,Leave  the chat room or forum  straight away.,"['leav', 'chat', 'room', 'forum', 'straight', 'away']",set(),N
472,"Guidelines for Children and Young People50  •  Tell your parents or another  adult you trust if you read up- setting language, or see nasty  pictures or something scary.","['guidelin', 'children', 'young', 'peopl', 'tell', 'parent', 'anoth', 'adult', 'trust', 'read', 'set', 'languag', 'see', 'nasti', 'pictur', 'someth', 'scari']",set(),N
473,"Playing online games Playing games online and using  consoles or games on a computer  can be great fun, but you need to  be careful about how much you  play and whom you play with.","['play', 'onlin', 'game', 'play', 'game', 'onlin', 'use', 'consol', 'game', 'comput', 'great', 'fun', 'need', 'care', 'much', 'play', 'play']",set(),N
474,It  is important that if  you chat with  other gamers you protect your  privacy and don’t share personal  or private information.,"['import', 'chat', 'gamer', 'protect', 'privaci', 'share', 'person', 'privat', 'inform']",{'inform'},Y
475,"If  you are  unsure whether a game is suitable,  ask your parents or a trusted adult  to check its classification and  reviews for you.","['unsur', 'whether', 'game', 'suitabl', 'ask', 'parent', 'trust', 'adult', 'check', 'classif', 'review']",set(),N
476,"Tips •  If  another player is behaving  badly or making you uncom- fortable, block them from  your players list.","['tip', 'anoth', 'player', 'behav', 'badli', 'make', 'fortabl', 'block', 'player', 'list']",set(),N
477,You may  also be able to report them  to the game site operator.,"['may', 'also', 'abl', 'report', 'game', 'site', 'oper']",set(),N
478,"•  Limit your game play time so  you can still do other things  like homework, jobs around  the house and hanging out  with your friends.","['limit', 'game', 'play', 'time', 'still', 'thing', 'like', 'homework', 'job', 'around', 'hous', 'hang', 'friend']",set(),N
479,ing unsafe and alone.,"['ing', 'unsaf', 'alon']",set(),N
480,No-one has  the right to bully another person.,"['right', 'bulli', 'anoth', 'person']",set(),N
481,"At its most serious, bullying is  illegal and can be investigated by  the police.","['seriou', 'bulli', 'illeg', 'investig', 'polic']",set(),N
482,•  Keep personal details   private.,"['keep', 'person', 'detail', 'privat']",set(),N
483,"•  Remember to make time   offline for your friends, your  favourite sports and other  activities.","['rememb', 'make', 'time', 'offlin', 'friend', 'favourit', 'sport', 'activ']",set(),N
484,Bullying The same rules apply online as  in the ‘real world’ about how to  treat other people.,"['bulli', 'rule', 'appli', 'onlin', 'real', 'world', 'treat', 'peopl']",set(),N
485,"Unfortunately,  people don’t always treat each  other well online, and you, or a  friend, may find that you are the  target of  bullying.","['unfortun', 'peopl', 'alway', 'treat', 'well', 'onlin', 'friend', 'may', 'find', 'target', 'bulli']",set(),N
486,"You might be  teased or have rumours spread  about you online, receive nasty  messages or even threats.","['might', 'teas', 'rumour', 'spread', 'onlin', 'receiv', 'nasti', 'messag', 'even', 'threat']",set(),N
487,"It can  happen in school, or out of  it, any  hour of  the day, from people you  know, and sometimes people you  don’t know.","['happen', 'school', 'hour', 'day', 'peopl', 'know', 'sometim', 'peopl', 'know']",set(),N
488,It can leave you feel-  Tips •  Ignore it.,"['leav', 'tip', 'ignor']",set(),N
489,Don’t respond to  the bully.,"['respond', 'bulli']",set(),N
490,If  they don’t get a  response they may get bored  and go away.,"['get', 'respons', 'may', 'get', 'bore', 'go', 'away']",set(),N
491,•  Block the person.,"['block', 'person']",set(),N
492,This will  stop you seeing messages  or texts from a particular  person.,"['stop', 'see', 'messag', 'text', 'particular', 'person']",set(),N
493,•  Tell someone.,"['tell', 'someon']",set(),N
494,"Tell your  mum or dad, or another  adult you trust.","['tell', 'mum', 'dad', 'anoth', 'adult', 'trust']",set(),N
495,Keep the  evidence.,"['keep', 'evid']",set(),N
496,This can be useful  in tracking the bully down.,"['use', 'track', 'bulli']",set(),N
497,"Save texts, emails, online  conversations or voice- mails  as proof.","['save', 'text', 'email', 'onlin', 'convers', 'mail', 'proof']",set(),N
498,•  Report it to:  ?,['report'],set(),N
499,your school—they should   have policies in place  about bullying.,"['polici', 'place', 'bulli']",set(),N
500,?,[],set(),N
501,your ISP and/or phone  provider or the website  administrator—there are  actions they can take to  help.,"['isp', 'phone', 'provid', 'websit', 'action', 'take', 'help']",set(),N
502,?,[],set(),N
503,the police—if  there is a  threat to your safety the  police will help.,"['threat', 'safeti', 'polic', 'help']",set(),N
504,If a friend is being bullied  online It can be hard to know if  your  friends are being bullied.,"['friend', 'bulli', 'onlin', 'hard', 'know', 'friend', 'bulli']",set(),N
505,They  might keep it to themselves.,"['might', 'keep']",set(),N
506,"If   they are being bullied, you might  notice that they may not chat  with you online as much, or they  suddenly receive lots of  SMS  messages or are unhappy after  they have been on the computer  or checked their phone messages.","['bulli', 'might', 'notic', 'may', 'chat', 'onlin', 'much', 'suddenli', 'receiv', 'lot', 'sm', 'messag', 'unhappi', 'comput', 'check', 'phone', 'messag']",set(),N
507,They may stop hanging around  with friends or have lost interest  in school or social activities.,"['may', 'stop', 'hang', 'around', 'friend', 'lost', 'interest', 'school', 'social', 'activ']",set(),N
508,www.itu.int/copGuidelines for Children and Young People51  Help stop bullying  1.,"['children', 'young', 'peopl', 'help', 'stop', 'bulli']",set(),N
509,Stand up and speak out!,"['stand', 'speak']",set(),N
510,"If  you   see or know about bullying  happening to a friend,  support them and report it.","['see', 'know', 'bulli', 'happen', 'friend', 'support', 'report']",set(),N
511,You’d want them to do the  same for you.,['want'],set(),N
512,2.,[],set(),N
513,Don’t forward messages or  pictures that may hurt or be  upsetting to someone.,"['forward', 'messag', 'pictur', 'may', 'hurt', 'upset', 'someon']",set(),N
514,"Even  though you may not have  started it, you will be seen to  be part of  the bullying cycle.","['even', 'though', 'may', 'start', 'seen', 'part', 'bulli', 'cycl']",set(),N
515,3.,[],set(),N
516,Remember to treat others as  you would like to be treated  when communicating online.,"['rememb', 'treat', 'other', 'would', 'like', 'treat', 'commun', 'onlin']",set(),N
