No.,Sentence,StemWords,MatchWords,Use
1851,"If  a  user  had  clicked  on  a  link  with  Internet  Explorer  version  6,  their  machine  would  be  automatically  compromised  and  malicious  code  would  be  downloaded  and  executed  stealthily  on  the  computer.","['user', 'click', 'link', 'internet', 'explor', 'version', 'machin', 'would', 'automat', 'compromis', 'malici', 'code', 'would', 'download', 'execut', 'stealthili', 'comput']",{'internet'},Y
1852,The  Trojan  would  establish  an  evasive  back- door command and control channel to the same server in Taiwan through which live  attackers  would  jump  onto  the  system  and  proceed  to  escalate  their  privileges  on  the  local  machine  as  well  as  other  servers  within  the  network.,"['trojan', 'would', 'establish', 'evas', 'door', 'command', 'control', 'channel', 'server', 'taiwan', 'live', 'attack', 'would', 'jump', 'onto', 'system', 'proceed', 'escal', 'privileg', 'local', 'machin', 'well', 'server', 'within', 'network']","{'control', 'network'}",Y
1853,"As  they  moved  rap- idly through the network, they would identify and compromise repositories of intel- lectual property and exfiltrated data of interest out of the company.","['move', 'idli', 'network', 'would', 'identifi', 'compromis', 'repositori', 'lectual', 'properti', 'exfiltr', 'data', 'interest', 'compani']",{'network'},Y
1854,"In many cases,  this  data  included  source  codeóthe  crown  jewels  of  these  information  technology  companiesówhich  then  could  be  used  by  attackers  to  discover  new  vulnerabilities  in  software  that  is  used  by  the  critical  infrastructure  industry,  Government  agen- cies, and many other organizations across the globe.","['mani', 'case', 'data', 'includ', 'sourc', 'crown', 'jewel', 'inform', 'technolog', 'could', 'use', 'attack', 'discov', 'new', 'vulner', 'softwar', 'use', 'critic', 'infrastructur', 'industri', 'govern', 'cie', 'mani', 'organ', 'across', 'globe']","{'industri', 'inform', 'technolog', 'organ', 'includ'}",Y
1855,"McAfee  is  continuing  to  work  with  multiple  organizations  that  were  impacted  by  this attack, as well as with various Government agencies, to address this major sup- ply chain attack in the U.S. commercial sector.","['mcafe', 'continu', 'work', 'multipl', 'organ', 'impact', 'attack', 'well', 'variou', 'govern', 'agenc', 'address', 'major', 'pli', 'chain', 'attack', 'commerci', 'sector']","{'organ', 'work'}",Y
1856,38   NIGHT DRAGON   McAfee has identified a string of attacks designed to steal sensitive data from tar- geted  organizations.,"['night', 'dragon', 'mcafe', 'identifi', 'string', 'attack', 'design', 'steal', 'sensit', 'data', 'gete', 'organ']",{'organ'},Y
1857,"Unlike  opportunistic  attacks,  the  perpetrators  appear  to  be  highly organized, premeditative, and motivated in their pursuits.","['unlik', 'opportunist', 'attack', 'perpetr', 'appear', 'highli', 'organ', 'premedit', 'motiv', 'pursuit']",{'organ'},Y
1858,"Night  Dragon  attacks  are  similar  to  Operation  Aurora  and  other  advanced  per- sistent  threats,  or  APTs,  in  that  they  employ  a  combination  of  social  engineering  and  well-coordinated,  targeted  cyber  attacks  using  remote  control  software  and  other malware.","['night', 'dragon', 'attack', 'similar', 'oper', 'aurora', 'advanc', 'sistent', 'threat', 'apt', 'employ', 'combin', 'social', 'engin', 'target', 'cyber', 'attack', 'use', 'remot', 'control', 'softwar', 'malwar']","{'control', 'cyber'}",Y
1859,"McAfee has linked these attacks to intrusions starting in November  2009, and there is circumstantial evidence suggesting they may have begun as early  as  2007.","['mcafe', 'link', 'attack', 'intrus', 'start', 'novemb', 'circumstanti', 'evid', 'suggest', 'may', 'begun', 'earli']",set(),N
1860,"Currently,  new  Night  Dragon  victims  are  being  identified  almost  weekly.","['current', 'new', 'night', 'dragon', 'victim', 'identifi', 'almost', 'weekli']",set(),N
1861,"Night Dragon attacks leverage coordinated, covert, and targeted cyber attacks in- volving social engineering, spear-phishing, vulnerability exploits in the Windows op- erating  system,  Active  Directory  compromises,  and  remote  administration  tools,  or  RATs.","['night', 'dragon', 'attack', 'leverag', 'coordin', 'covert', 'target', 'cyber', 'attack', 'volv', 'social', 'engin', 'vulner', 'exploit', 'window', 'erat', 'system', 'activ', 'directori', 'compromis', 'remot', 'administr', 'tool', 'rat']",{'cyber'},Y
1862,The attack sequence is as follows:  ï Public-facing  web  servers  are  compromised  via  SQL  injection;  malware  and  ï The compromised web servers are used to stage attacks on internal targets.,"['attack', 'sequenc', 'follow', 'web', 'server', 'compromis', 'via', 'sql', 'inject', 'malwar', 'compromis', 'web', 'server', 'use', 'stage', 'attack', 'intern', 'target']",{'intern'},Y
1863,"ï Spear-phishing  email  attacks  on  mobile,  VPN-connected  workers  are  used  to  ï Attackers  use  password-stealing  tools  to  access  other  systemsóinstalling  RATs  ï Systems  belonging  to  executives  are  targeted  for  emails  and  files,  which  are   gain additional internal access.","['email', 'attack', 'mobil', 'worker', 'use', 'attack', 'use', 'tool', 'access', 'rat', 'system', 'belong', 'execut', 'target', 'email', 'file', 'gain', 'addit', 'intern', 'access']","{'intern', 'access'}",Y
1864,and malware as they go.,"['malwar', 'go']",set(),N
1865,RATs are installed.,"['rat', 'instal']",set(),N
1866,captured and extracted by the attackers.,"['captur', 'extract', 'attack']",set(),N
1867,"McAfee  has  evidence  of  Night  Dragon  malware  infections  in  the  Americas,  Eu- rope,  and  Asia.","['mcafe', 'evid', 'night', 'dragon', 'malwar', 'infect', 'america', 'rope', 'asia']",set(),N
1868,"McAfee  has  also  identified  tactics,  techniques,  and  procedures  (TTPs)  utilized  during  these  continuing  attacks  that  point  to  individuals  in  China  as  the  primary  source.","['mcafe', 'also', 'identifi', 'tactic', 'techniqu', 'procedur', 'ttp', 'util', 'continu', 'attack', 'point', 'individu', 'china', 'primari', 'sourc']",set(),N
1869,"The  Night  Dragon  attackers  are  currently  targeting  global  oil,  energy,  and  petrochemical  companies  with  the  apparent  intent  of  stealing  sen- sitive  information  such  as  operational  details,  exploration  research,  and  financial  data  related  to  new  oil  and  gas  field  bid  negotiations.","['night', 'dragon', 'attack', 'current', 'target', 'global', 'oil', 'energi', 'petrochem', 'compani', 'appar', 'intent', 'steal', 'sitiv', 'inform', 'oper', 'detail', 'explor', 'research', 'financi', 'data', 'relat', 'new', 'oil', 'ga', 'field', 'bid', 'negoti']",{'inform'},Y
1870,"As  we  saw  with  the  WikiLeaks  document  disclosures  brought  about  by  a  malicious  insider,  sensitive  data  theft  can  be  highly  damaging  beyond  regulatory  penalties  and  lost  revenue.","['saw', 'wikileak', 'document', 'disclosur', 'brought', 'malici', 'insid', 'sensit', 'data', 'theft', 'highli', 'damag', 'beyond', 'regulatori', 'penalti', 'lost', 'revenu']",set(),N
1871,"And  unlike  Stuxnet,  the  tools  and  techniques  behind  Night  Dragon  are  not  specific  to  critical  infrastructure  and  can  be  used  to  launch  attacks  against  any  industry.","['unlik', 'stuxnet', 'tool', 'techniqu', 'behind', 'night', 'dragon', 'specif', 'critic', 'infrastructur', 'use', 'launch', 'attack', 'industri']",{'industri'},Y
1872,POLICY RECOMMENDATIONS   Officials  have  made  tremendous  progress  in  the  creation  of  information-sharing  constructs  comprising  multiple  agencies  and  the  private  sector.,"['polici', 'recommend', 'offici', 'made', 'tremend', 'progress', 'creation', 'construct', 'compris', 'multipl', 'agenc', 'privat', 'sector']",set(),N
1873,"With  good  informa- tion,  the  collaboration  enabled  by  these  constructs  will  help  us  to  achieve  what  the  enemy  already  has:  Speed  and  alacrity  of  information  sharing  and  acting  on  it  for  high impact.","['good', 'tion', 'collabor', 'enabl', 'construct', 'help', 'us', 'achiev', 'enemi', 'alreadi', 'speed', 'alacr', 'inform', 'share', 'act', 'high', 'impact']",{'inform'},Y
1874,"In many cases, private sector companies can solve a cybersecurity puzzle by evalu- ating  many  disparate  clues.","['mani', 'case', 'privat', 'sector', 'compani', 'solv', 'cybersecur', 'puzzl', 'ate', 'mani', 'dispar', 'clue']",{'cybersecur'},Y
1875,"Private  companies  need  protected  ways  to  share  their  big-picture  research  findings  with  the  Government  without  loss  of  trust  or  creation  of material events for stockholders, so that the most significant cybersecurity infor- mation  is  expeditiously  actionable.","['privat', 'compani', 'need', 'protect', 'way', 'share', 'research', 'find', 'govern', 'without', 'loss', 'trust', 'creation', 'materi', 'event', 'stockhold', 'signific', 'cybersecur', 'mation', 'expediti', 'action']",{'cybersecur'},Y
1876,This  is  the  human  component  of  what  Global  Threat  Intelligence  does  at  machine  speed.,"['human', 'compon', 'global', 'threat', 'intellig', 'machin', 'speed']",set(),N
1877,"We  need  both  in  order  to  defeat  cyber  adversaries, whose aim is to harm our way of life.","['need', 'order', 'defeat', 'cyber', 'adversari', 'whose', 'aim', 'harm', 'way', 'life']",{'cyber'},Y
1878,Existing public/private partnerships should ensure that senior corporate and Gov- ernment officials are positioned to share vital information and best practices.,"['exist', 'partnership', 'ensur', 'senior', 'corpor', 'ernment', 'offici', 'posit', 'share', 'vital', 'inform', 'best', 'practic']","{'practic', 'inform'}",Y
1879,"Among  other  things,  this  means  access  to  sensitive  (or  classified)  information  and  a  secure  mechanism for sharing it.","['among', 'thing', 'mean', 'access', 'sensit', 'classifi', 'inform', 'secur', 'mechan', 'share']","{'secur', 'inform', 'access'}",Y
1880,Broad-based  situational  awareness  is  vital  to  securing  our  global  cyber  systems  and  ensuring  our  National  security.,"['situat', 'awar', 'vital', 'secur', 'global', 'cyber', 'system', 'ensur', 'nation', 'secur']","{'secur', 'cyber'}",Y
1881,"Policies  that  enable  companies  and  govern- ments  to  work  together,  using  global  threat  intelligence  (e.g.,  combining  cyber,  en- ergy, finance, and other data) to enhance correlation and predictive capabilities, are  critical to real-time responsiveness within the network switching/routing fabric.","['polici', 'enabl', 'compani', 'ment', 'work', 'togeth', 'use', 'global', 'threat', 'intellig', 'combin', 'cyber', 'ergi', 'financ', 'data', 'enhanc', 'correl', 'predict', 'capabl', 'critic', 'respons', 'within', 'network', 'fabric']","{'work', 'cyber', 'network'}",Y
1882,"The  Lieberman-Collins-Carper  bill  supports  such  information  sharing  by  requiring  the  Government  to  share  information,  including  threat  analysis  and  warning  informa- tion, with owners and operators regarding risks to their networks.","['bill', 'support', 'inform', 'share', 'requir', 'govern', 'share', 'inform', 'includ', 'threat', 'analysi', 'warn', 'tion', 'owner', 'oper', 'regard', 'risk', 'network']","{'includ', 'inform', 'network', 'requir'}",Y
1883,Legislation devel- oped in the House of Representatives would benefit from similar language.,"['legisl', 'ope', 'hous', 'repres', 'would', 'benefit', 'similar', 'languag']",set(),N
1884,The cybersecurity challenge faced by our country is a serious matter that requires  an  evolution  in  the  way  in  which  both  the  public  and  private  sectors  collaborate.,"['cybersecur', 'challeng', 'face', 'countri', 'seriou', 'matter', 'requir', 'evolut', 'way', 'public', 'privat', 'sector', 'collabor']","{'cybersecur', 'requir'}",Y
1885,Each sector has its own set of core capabilities; only the Government can implement   CONCLUSION   39   the  complex  set  of  organizational  and  policy  responses  necessary  to  counter  the  growing  cybersecurity  threat.,"['sector', 'set', 'core', 'capabl', 'govern', 'implement', 'conclus', 'complex', 'set', 'organiz', 'polici', 'respons', 'necessari', 'counter', 'grow', 'cybersecur', 'threat']","{'implement', 'cybersecur'}",Y
1886,Leading  information  technology  companies  and  their  customers are uniquely positioned to act as early warning systems that can identify  and help address cybersecurity attacks as a real-time cyber immune system.,"['lead', 'inform', 'technolog', 'compani', 'custom', 'uniqu', 'posit', 'act', 'earli', 'warn', 'system', 'identifi', 'help', 'address', 'cybersecur', 'attack', 'cyber', 'immun', 'system']","{'cybersecur', 'cyber', 'inform', 'technolog'}",Y
1887,"With  the  right  industry-Government  collaboration,  networks  of  the  future  can  comprise  intelligence  and  create  resiliency  by  instantly  rejecting  harmful  code  in  milliseconds as opposed to the hours it traditionally takes to make a signature, just  as  our  bodies  reject  viruses  even  though  we  may  not  know  the  name  of  the  par- ticular  disease.","['right', 'collabor', 'network', 'futur', 'compris', 'intellig', 'creat', 'resili', 'instantli', 'reject', 'harm', 'code', 'millisecond', 'oppos', 'hour', 'tradit', 'take', 'make', 'signatur', 'bodi', 'reject', 'virus', 'even', 'though', 'may', 'know', 'name', 'ticular', 'diseas']",{'network'},Y
1888,Information  technology  companies  focused  on  cybersecurity  in  par- ticular have the resources and the economic incentives to continue to invent and de- velop  the  technologies  and  solutions  needed  to  stay  ahead  of  sophisticated  cyber  attackers.,"['inform', 'technolog', 'compani', 'focus', 'cybersecur', 'ticular', 'resourc', 'econom', 'incent', 'continu', 'invent', 'velop', 'technolog', 'solut', 'need', 'stay', 'ahead', 'sophist', 'cyber', 'attack']","{'cybersecur', 'cyber', 'inform', 'technolog'}",Y
1889,"In  the  best  American  tradition  of  collaboration,  the  public  and  private  sectors  have  made  important  strides  to  address  the  cybersecurity  challenge  and  to  enhance  trusted  working  relationships.","['best', 'american', 'tradit', 'collabor', 'public', 'privat', 'sector', 'made', 'import', 'stride', 'address', 'cybersecur', 'challeng', 'enhanc', 'trust', 'work', 'relationship']","{'work', 'cybersecur'}",Y
1890,"As  we  work  together  to  further  evolve  our  collaboration models, we can succeed in protecting our homeland from the threat of  cyber attacks.","['work', 'togeth', 'evolv', 'collabor', 'model', 'succeed', 'protect', 'homeland', 'threat', 'cyber', 'attack']","{'work', 'cyber'}",Y
1891,Thank you for asking me to take part in this hearing on behalf of McAfee.,"['thank', 'ask', 'take', 'part', 'hear', 'behalf', 'mcafe']",set(),N
1892,I would   be happy to answer your questions.,"['would', 'happi', 'answer', 'question']",set(),N
1893,Mr. LUNGREN.,['lungren'],set(),N
1894,Thank you very much.,"['thank', 'much']",set(),N
1895,Mr. Lewis.,['lewi'],set(),N
1896,"STATEMENT OF JAMES A. LEWIS, DIRECTOR AND SENIOR FEL- LOW,  TECHNOLOGY  AND  PUBLIC  POLICY  PROGRAM,  CEN- TER FOR STRATEGIC AND INTERNATIONAL STUDIES  Mr. LEWIS.","['statement', 'jame', 'lewi', 'director', 'senior', 'low', 'technolog', 'public', 'polici', 'program', 'ter', 'strateg', 'intern', 'studi', 'lewi']","{'intern', 'technolog'}",Y
1897,"Thank you very much, Mr. Chairman, and thanks to  Ranking  Member  Clarke  and,  of  course,  hello  to  Congressman  McCaul,  who  was  invaluable  as  the  cochair  in  leading  the  CSIS  commission.","['thank', 'much', 'chairman', 'thank', 'rank', 'member', 'clark', 'cours', 'hello', 'congressman', 'mccaul', 'invalu', 'cochair', 'lead', 'csi', 'commiss']",set(),N
1898,So one of the reasons it has been downloaded so many  times is due to him.,"['one', 'reason', 'download', 'mani', 'time', 'due']",set(),N
1899,This  will  be  a  good  year  for  cyber  security  because  of  the  work  of  this  committee  and  others.,"['good', 'year', 'cyber', 'secur', 'work', 'committe', 'other']","{'secur', 'work', 'cyber'}",Y
1900,"With  luck,  I  think  in  this  Congress,  we will see real progress in making our Nation more secure.","['luck', 'think', 'congress', 'see', 'real', 'progress', 'make', 'nation', 'secur']",{'secur'},Y
1901,But  this  outcome  is  not  guaranteed.,"['outcom', 'guarante']",set(),N
1902,"We  have  been  trying  for   years to secure our networks, and we have not succeeded, right.","['tri', 'year', 'secur', 'network', 'succeed', 'right']","{'secur', 'network'}",Y
1903,"So  you  have  heard  the  litany  of  problems,  major  corporations,  banks,  Government  agencies;  they  have  all  been  victims.","['heard', 'litani', 'problem', 'major', 'corpor', 'bank', 'govern', 'agenc', 'victim']",set(),N
1904,"We  have  lost  sensitive  military  information,  oil  exploration  data,  valuable  commercial technologies and millions of dollars from banks.","['lost', 'sensit', 'militari', 'inform', 'oil', 'explor', 'data', 'valuabl', 'commerci', 'technolog', 'million', 'dollar', 'bank']","{'inform', 'technolog'}",Y
1905,The  interesting  thing  about  these  crimes  is  that  they  are  risk-  free.,"['interest', 'thing', 'crime', 'free']",set(),N
1906,"No  one  has  ever  been  punished  for  them,  and  so,  of  course,  when  you  have  a  crime  and  no  one  gets  punished,  they  are  just  going to do it again, right.","['one', 'ever', 'punish', 'cours', 'crime', 'one', 'get', 'punish', 'go', 'right']",set(),N
1907,What  we  are  doing  now  to  secure  cyberspace  is  not  working.,"['secur', 'cyberspac', 'work']","{'secur', 'work'}",Y
1908,"There  has  been  real  progress  at  some  agencies,  like  DHS,  but  we  need  to  rethink  our  approach.","['real', 'progress', 'agenc', 'like', 'dh', 'need', 'rethink', 'approach']",set(),N
1909,"To  put  this  in  perspective,  think  about the threats we face.","['put', 'perspect', 'think', 'threat', 'face']",set(),N
1910,"First, a few advanced militaries have the  ability  to  use  cyber  attacks  to  disrupt  critical  infrastructure  and  service.","['first', 'advanc', 'militari', 'abil', 'use', 'cyber', 'attack', 'disrupt', 'critic', 'infrastructur', 'servic']",{'cyber'},Y
1911,They  have  done  the  reconnaissance  on  critical  infrastruc- ture.,"['done', 'reconnaiss', 'critic', 'ture']",set(),N
1912,They have planned how to do this.,['plan'],set(),N
1913,They  will  not  launch  a  cyber  attack  because  they  are  not  going  to  start  a  war  for  no  reason  with  the  United  States;  they  are  de- terred  by  our  military.,"['launch', 'cyber', 'attack', 'go', 'start', 'war', 'reason', 'unit', 'state', 'ter', 'militari']",{'cyber'},Y
1914,"But  if  they  ever  did  attack  us,  we  are  pre- pared to defend ourselves.","['ever', 'attack', 'us', 'pare', 'defend']",set(),N
1915,"Terrorists do not yet have the capability to launch cyber attacks,  but  groups  like  al-Qaeda  in  the  Arabian  Peninsula  are  seeking  to  acquire  these  capabilities.","['terrorist', 'yet', 'capabl', 'launch', 'cyber', 'attack', 'group', 'like', 'arabian', 'peninsula', 'seek', 'acquir', 'capabl']","{'cyber', 'group'}",Y
1916,"Perhaps  more  worrisome,  Iran  and  North  Korea  are  developing  cyber  attack  capabilities.","['perhap', 'worrisom', 'iran', 'north', 'korea', 'develop', 'cyber', 'attack', 'capabl']","{'develop', 'cyber'}",Y
1917,"When  these   40   terrorist and rogue states can launch a cyber attack, they, too, will  find that we are unprepared.","['terrorist', 'rogu', 'state', 'launch', 'cyber', 'attack', 'find', 'unprepar']",{'cyber'},Y
1918,"Cyber  espionage  and  cyber  crime  are  daily  occurrences  in  the  United  States,  and  they  do  long-term  damage  to  our  economy  and  to our global competitiveness.","['cyber', 'espionag', 'cyber', 'crime', 'daili', 'occurr', 'unit', 'state', 'damag', 'economi', 'global', 'competit']",{'cyber'},Y
1919,They also help set the stage for cyber  attack.,"['also', 'help', 'set', 'stage', 'cyber', 'attack']",{'cyber'},Y
1920,"Some  of  our  opponents  use  cyber  criminals  as  mercenaries,  as  proxy  forces.","['oppon', 'use', 'cyber', 'crimin', 'mercenari', 'proxi', 'forc']",{'cyber'},Y
1921,"Our  most  advanced  opponents  in  cyber  crime  and  cyber  espionage  can  overpower  even  the  most  technologically  so- phisticated  U.S.  company,  and  we  have  seen  many  examples  of  that.","['advanc', 'oppon', 'cyber', 'crime', 'cyber', 'espionag', 'overpow', 'even', 'technolog', 'phistic', 'compani', 'seen', 'mani', 'exampl']","{'cyber', 'technolog'}",Y
1922,"Agencies  have  made  strenuous  efforts,  but  we  are  not  yet  pre- pared to defend ourselves.","['agenc', 'made', 'strenuou', 'effort', 'yet', 'pare', 'defend']",set(),N
1923,"There are three key issues that I call to  the  committeeís  attention,  how  to  give  Government  a  leading  role  in  cybersecurity,  how  to  ensure  cybersecurity  at  critical  infrastruc- ture, something we cannot do now, and how to create international  rules  to  reduce  the  risk  of  cyber  crime  and  the  risk  of  cyber  war?","['three', 'key', 'issu', 'call', 'committe', 'attent', 'give', 'govern', 'lead', 'role', 'cybersecur', 'ensur', 'cybersecur', 'critic', 'ture', 'someth', 'creat', 'intern', 'rule', 'reduc', 'risk', 'cyber', 'crime', 'risk', 'cyber', 'war']","{'cyber', 'intern', 'cybersecur'}",Y
1924,"These  are  all  hard  problems,  but  they  are  not  impossible.","['hard', 'problem', 'imposs']",set(),N
1925,"CSISí  Cyber-Security  Commission,  which  Congressman  McCaul  helped  lead,  has  released  two  reports  with  recommendations.","['csi', 'commiss', 'congressman', 'mccaul', 'help', 'lead', 'releas', 'two', 'report', 'recommend']",set(),N
1926,"Our  funda- mental point, and this gets to the question about the 2003 National  strategy,  our  fundamental  point  is  that  the  old  approach  doesnít  work, and we need a new strategy that uses all the tools of Amer- ican power, military, law enforcement, Homeland Security, partner- ship with the private sector.","['mental', 'point', 'get', 'question', 'nation', 'strategi', 'fundament', 'point', 'old', 'approach', 'work', 'need', 'new', 'strategi', 'use', 'tool', 'ican', 'power', 'militari', 'law', 'enforc', 'homeland', 'secur', 'ship', 'privat', 'sector']","{'secur', 'work'}",Y
1927,"If we can come up with this new com- bined  strategy,  we  will  be  able  to  do  something  effective  to  protect  ourselves,  but  we  are  not  there  yet  by  any  stretch  of  the  imagina- tion.","['come', 'new', 'bine', 'strategi', 'abl', 'someth', 'effect', 'protect', 'yet', 'stretch', 'tion']",set(),N
1928,"With this, I thank the committee and look forward to your ques-  tions.","['thank', 'committe', 'look', 'forward', 'tion']",set(),N
1929,"[The statement of Mr. Lewis follows:]   PREPARED STATEMENT OF JAMES A. LEWIS   MARCH 16, 2010   Chairman Lungren, Ranking Member Clarke, and Members of the committee.","['statement', 'lewi', 'follow', 'prepar', 'statement', 'jame', 'lewi', 'march', 'chairman', 'lungren', 'rank', 'member', 'clark', 'member', 'committe']",set(),N
1930,Let  me  begin  by  thanking  you  for  this  opportunity  to  testify  on  this  important  subject.,"['let', 'begin', 'thank', 'opportun', 'testifi', 'import', 'subject']",set(),N
1931,"Cybersecurity  first  came  to  the  attention  of  the  public  in  the  mid-1990s,  some  15  years  ago.","['cybersecur', 'first', 'came', 'attent', 'public', 'year', 'ago']",{'cybersecur'},Y
1932,"The  first  major  policy  for  cybersecurity,  Presidential  Decision  Directive  63, appeared in 1998.","['first', 'major', 'polici', 'cybersecur', 'presidenti', 'decis', 'direct', 'appear']",{'cybersecur'},Y
1933,"In  the  intervening  years,  there  has  been  much  discussion  and  a  few  new  ideas.","['interven', 'year', 'much', 'discuss', 'new', 'idea']",set(),N
1934,We  can  get  a  sense  of  the  state  of  cybersecurity  and  whether  there  has  been  any  progress  the  United  States  by  reviewing  major  cybersecurity  events  that  have  oc- curred since the start of 2010.,"['get', 'sens', 'state', 'cybersecur', 'whether', 'progress', 'unit', 'state', 'review', 'major', 'cybersecur', 'event', 'cur', 'sinc', 'start']",{'cybersecur'},Y
1935,"ï January  2010.óGoogle  announced  that  an  attack  had  penetrated  its  networks,  along  with  the  networks  of  more  than  80  other  U.S.  high-tech  companies.","['januari', 'announc', 'attack', 'penetr', 'network', 'along', 'network', 'compani']",{'network'},Y
1936,"The  goal  of  the  penetrations,  which  Google  ascribed  to  China,  were  to  collect  tech- nology, gain access to activist Gmail accounts and to Googleís password manage- ment system.","['goal', 'penetr', 'googl', 'ascrib', 'china', 'collect', 'nolog', 'gain', 'access', 'activist', 'gmail', 'account', 'googl', 'password', 'ment', 'system']",{'access'},Y
1937,"ï January 2010.óIntel Corporation also disclosed that it has experienced a harm- ï January  2010.óGlobal  financial  services  firm  Morgan  Stanley  experienced  a  ëëvery  sensitiveíí  break-in  to  its  network  by  the  same  hackers  who  attacked  Google, according to leaked e-mails.","['januari', 'corpor', 'also', 'disclos', 'experienc', 'januari', 'financi', 'servic', 'firm', 'morgan', 'stanley', 'experienc', 'sensit', 'network', 'hacker', 'attack', 'googl', 'accord', 'leak']",{'network'},Y
1938,ï March  2010.óNATO  and  the  European  Union  warned  that  the  number  of  suc- cessful  cyber  attacks  against  their  networks  have  increased  significantly  over  the past 12 months.,"['march', 'european', 'union', 'warn', 'number', 'cess', 'cyber', 'attack', 'network', 'increas', 'significantli', 'past', 'month']","{'cyber', 'network'}",Y
1939,"ï March 2010.óAustralian authorities say there were more than 200 attempts to  hack into the networks of the legal defense team for executives from Australian  energy company Rio Tinto, to gain inside information on the trial defense strat- egy.","['march', 'author', 'say', 'attempt', 'hack', 'network', 'legal', 'defens', 'team', 'execut', 'australian', 'energi', 'compani', 'rio', 'tinto', 'gain', 'insid', 'inform', 'trial', 'defens', 'egi']","{'network', 'inform'}",Y
1940,ful cyber attack at the same time.,"['ful', 'cyber', 'attack', 'time']",{'cyber'},Y
1941,"41   ï April  2010.óHackers  break  into  classified  systems  at  the  Indian  Defence  Min- istry  and  Indian  embassies  around  the  world,  gaining  access  to  Indian  defense  and armament planning.","['april', 'break', 'classifi', 'system', 'indian', 'defenc', 'istri', 'indian', 'embassi', 'around', 'world', 'gain', 'access', 'indian', 'defens', 'armament', 'plan']",{'access'},Y
1942,"ï May  2010.óA  leaked  memo  from  the  Canadian  Security  and  Intelligence  Serv- ice  (CSIS)  says,  ëëCompromises  of  computer  and  combinations  networks  of  the  Government  of  Canada,  Canadian  universities,  private  companies  and  indi- vidual  customer  networks  have  increased  substantially .","['may', 'leak', 'memo', 'canadian', 'secur', 'intellig', 'ice', 'csi', 'say', 'compromis', 'comput', 'combin', 'network', 'govern', 'canada', 'canadian', 'univers', 'privat', 'compani', 'vidual', 'custom', 'network', 'increas', 'substanti']","{'secur', 'network'}",Y
1943,.,[],set(),N
1944,.,[],set(),N
1945,"In  addition  to  being  virtually  unattributable,  these  remotely  operated  attacks  offer  a  produc- tive, secure, and low-risk means to conduct espionage.íí  ï October  2010.óStuxnet,  a  complex  piece  of  malware  designed  to  interfere  with  Siemens  Industrial  Control  Systems  discovered  in  Iran,  Indonesia,  and  else- where,  results  in  significant  physical  damage  to  the  Iranian  nuclear  program.","['addit', 'virtual', 'unattribut', 'remot', 'oper', 'attack', 'offer', 'tive', 'secur', 'mean', 'conduct', 'octob', 'complex', 'piec', 'malwar', 'design', 'interfer', 'siemen', 'industri', 'control', 'system', 'discov', 'iran', 'indonesia', 'result', 'signific', 'physic', 'damag', 'iranian', 'nuclear', 'program']","{'secur', 'control', 'industri'}",Y
1946,"ï October  2010.óThe  Wall  Street  Journal  reports  that  hackers  using  ëëZeusíí  malware,  available  in  cybercrime  black  markets  for  about  $1,200,  were  able  to  steal  over  $12  million  from  five  banks  in  the  United  States  and  United  King- dom.","['octob', 'wall', 'street', 'journal', 'report', 'hacker', 'use', 'zeu', 'malwar', 'avail', 'cybercrim', 'black', 'market', 'abl', 'steal', 'million', 'five', 'bank', 'unit', 'state', 'unit', 'dom']",set(),N
1947,"ï December 2010.óBritish Foreign Minister William Hague reported (in February  2011)  attacks  by  a  foreign  power  on  the  U.K.  Foreign  Ministry,  a  defence  con- tractor  and  ëëother  British  interests.íí  The  attack  succeeded  by  pretending  to  come from the White House.","['decemb', 'foreign', 'minist', 'william', 'hagu', 'report', 'februari', 'attack', 'foreign', 'power', 'foreign', 'ministri', 'defenc', 'tractor', 'british', 'attack', 'succeed', 'pretend', 'come', 'white', 'hous']",set(),N
1948,"ï January  2011.óThe  Canadian  government  reports  a  major  cyber  intrusion  in- volving  the  Defence  Research  and  Development  Canada,  a  research  agency  for  the Department of National Defence, the Department of Finance, and the Treas- ury Board, Canadaís main economic agencies.","['januari', 'canadian', 'govern', 'report', 'major', 'cyber', 'intrus', 'volv', 'defenc', 'research', 'develop', 'canada', 'research', 'agenc', 'depart', 'nation', 'defenc', 'depart', 'financ', 'uri', 'board', 'canada', 'main', 'econom', 'agenc']","{'develop', 'cyber'}",Y
1949,"The intrusions forced the Finance  Department and the Treasury Board, to disconnect from the internet.","['intrus', 'forc', 'financ', 'depart', 'treasuri', 'board', 'disconnect', 'internet']",{'internet'},Y
1950,"ï March  2011.óHackers  penetrate  French  government  computer  networks  in  ï March  2011.óThe  Republic  of  Korea  said  that  foreign  hackers  penetrated  its  defense  networks  in  an  attempt  to  steal  information  on  the  U.S.-made  Global  Hawk unmanned aircraft, provided to Korea as it considers whether to buy the  UAV.","['march', 'penetr', 'french', 'govern', 'comput', 'network', 'march', 'republ', 'korea', 'said', 'foreign', 'hacker', 'penetr', 'defens', 'network', 'attempt', 'steal', 'inform', 'global', 'hawk', 'unman', 'aircraft', 'provid', 'korea', 'consid', 'whether', 'buy', 'uav']","{'network', 'inform'}",Y
1951,search of sensitive information on upcoming Gñ20 meetings.,"['search', 'sensit', 'inform', 'upcom', 'meet']",{'inform'},Y
